//Map No	Old Grouping	New Grouping	New Flip	1
1.1.1.100.100.100.400.610.01000.000	20.20.10.011	20.20.07.10.011		1
1.1.1.100.100.100.400.611.00000.000	20.20.10.001	20.20.07.10.001		1
1.1.1.100.100.100.400.611.01000.000	20.20.10.011	20.20.07.10.011		1
1.1.1.100.100.100.400.660.00000.000	20.20.10.001	20.20.07.10.001		1
1.1.1.100.100.100.400.660.01000.000	20.20.10.011	20.20.07.10.011		1
1.1.1.100.100.100.400.700.00000.000	20.20.10.001	20.20.07.10.001		1
1.1.1.100.100.100.400.700.01000.000	20.20.10.011	20.20.07.10.011		1
1.1.1.100.100.100.450.100.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.100.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.200.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.200.00000.001	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.200.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.200.01000.001	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.205.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.205.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.206.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.206.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.207.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.220.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.220.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.240.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.240.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.300.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.300.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.320.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.320.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.350.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.350.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.360.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.360.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.400.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.400.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.410.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.410.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.420.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.420.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.430.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.430.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.440.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.450.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.450.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.451.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.600.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.600.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.601.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.601.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.610.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.610.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.611.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.611.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.660.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.660.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.450.700.00000.000	20.20.10.001	20.20.08.10.001		1
1.1.1.100.100.100.450.700.01000.000	20.20.10.011	20.20.08.10.011		1
1.1.1.100.100.100.500.100.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.200.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.200.01000.001	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.220.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.300.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.320.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.350.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.360.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.400.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.451.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.600.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.601.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.610.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.611.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.660.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.500.700.01000.000	20.20.10.011	20.20.09.10.011		1
1.1.1.100.100.100.510.100.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.100.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.200.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.200.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.205.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.205.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.206.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.206.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.207.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.220.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.220.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.240.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.240.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.300.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.300.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.320.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.320.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.350.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.350.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.360.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.360.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.400.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.400.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.410.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.410.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.420.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.420.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.430.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.430.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.440.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.450.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.450.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.451.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.600.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.600.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.601.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.601.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.610.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.610.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.611.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.611.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.660.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.660.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.510.700.00000.000	20.20.10.001	20.20.10.10.001		1
1.1.1.100.100.100.510.700.01000.000	20.20.10.011	20.20.10.10.011		1
1.1.1.100.100.100.550.100.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.100.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.200.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.200.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.205.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.205.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.206.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.206.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.207.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.220.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.220.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.240.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.240.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.300.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.300.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.320.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.320.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.350.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.350.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.360.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.360.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.400.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.400.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.410.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.410.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.430.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.430.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.440.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.450.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.450.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.660.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.660.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.550.700.00000.000	20.20.10.001	20.20.11.10.001		1
1.1.1.100.100.100.550.700.01000.000	20.20.10.011	20.20.11.10.011		1
1.1.1.100.100.100.600.100.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.100.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.200.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.200.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.205.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.205.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.206.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.206.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.207.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.220.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.220.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.240.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.240.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.300.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.300.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.320.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.320.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.350.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.350.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.360.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.360.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.400.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.400.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.410.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.410.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.420.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.420.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.430.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.430.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.440.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.450.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.450.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.451.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.600.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.600.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.601.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.601.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.610.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.610.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.611.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.611.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.660.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.660.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.600.700.00000.000	20.20.10.001	20.20.41.10.001		1
1.1.1.100.100.100.600.700.01000.000	20.20.10.011	20.20.41.10.011		1
1.1.1.100.100.100.650.100.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.100.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.200.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.200.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.205.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.205.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.206.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.206.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.207.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.220.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.220.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.240.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.240.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.300.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.300.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.320.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.320.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.350.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.350.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.360.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.360.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.400.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.400.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.410.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.410.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.420.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.420.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.430.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.430.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.440.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.450.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.450.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.451.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.600.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.600.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.601.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.601.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.610.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.610.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.611.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.611.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.660.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.660.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.650.700.00000.000	20.20.10.001	20.20.42.10.001		1
1.1.1.100.100.100.650.700.01000.000	20.20.10.011	20.20.42.10.011		1
1.1.1.100.100.100.700.100.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.100.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.200.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.200.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.205.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.205.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.206.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.206.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.207.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.220.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.220.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.240.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.240.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.300.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.300.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.320.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.320.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.350.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.350.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.360.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.360.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.400.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.400.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.410.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.410.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.420.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.420.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.430.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.430.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.440.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.450.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.450.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.451.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.600.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.600.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.601.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.601.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.610.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.610.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.611.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.611.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.660.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.660.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.700.700.00000.000	20.20.10.001	20.20.43.10.001		1
1.1.1.100.100.100.700.700.01000.000	20.20.10.011	20.20.43.10.011		1
1.1.1.100.100.100.750.100.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.100.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.200.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.200.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.205.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.205.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.206.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.206.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.207.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.220.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.220.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.240.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.240.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.300.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.300.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.320.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.320.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.350.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.350.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.360.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.360.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.400.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.400.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.410.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.410.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.420.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.420.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.430.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.430.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.440.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.450.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.450.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.451.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.600.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.600.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.601.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.601.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.610.00000.000	20.20.10.001	20.20.44.10.001		1
1.1.1.100.100.100.750.610.01000.000	20.20.10.011	20.20.44.10.011		1
1.1.1.100.100.100.750.611.00000.000	20.20.10.001	20.20.44.10.001		1
